support,itemsets
0.01620409073176169,"any_harmful=1, sentiment=very_positive, topic=2024 election / 2024 / election / like"
0.026528451206598674,"period=post_election, sentiment=very_positive, topic=2024 election / 2024 / election / like"
0.029858440617511008,"sensitive=0, sentiment=very_positive, topic=2024 election / 2024 / election / like, verified=0"
0.016050827620799197,"engagement=low, sensitive=0, sentiment=very_positive, topic=2024 election / 2024 / election / like"
0.0160368946107117,"engagement=low, sentiment=very_positive, topic=2024 election / 2024 / election / like, verified=0"
0.015869698489661705,"engagement=low, sensitive=0, sentiment=very_positive, topic=2024 election / 2024 / election / like, verified=0"
0.016106559661149194,"any_harmful=1, sensitive=0, sentiment=very_positive, topic=2024 election / 2024 / election / like"
0.016092626651061696,"any_harmful=1, sentiment=very_positive, topic=2024 election / 2024 / election / like, verified=0"
0.0159950955804492,"any_harmful=1, sensitive=0, sentiment=very_positive, topic=2024 election / 2024 / election / like, verified=0"
0.026291590035111185,"period=post_election, sensitive=0, sentiment=very_positive, topic=2024 election / 2024 / election / like"
0.025887532742573705,"period=post_election, sentiment=very_positive, topic=2024 election / 2024 / election / like, verified=0"
0.025650671571086216,"period=post_election, sensitive=0, sentiment=very_positive, topic=2024 election / 2024 / election / like, verified=0"
0.06105445020342195,"any_harmful=1, label=Speculation, sentiment=very_positive"
0.060678258931059464,"label=Sensationalism, label=Speculation, sentiment=very_positive"
0.06045533076965948,"label=Speculation, sensitive=0, sentiment=very_positive"
0.06023240260825949,"label=Speculation, sentiment=very_positive, verified=0"
0.03686674469152316,"engagement=low, label=Speculation, sentiment=very_positive"
0.05078582176893496,"label=Speculation, period=post_election, sentiment=very_positive"
0.060678258931059464,"any_harmful=1, label=Sensationalism, label=Speculation, sentiment=very_positive"
0.06045533076965948,"any_harmful=1, label=Speculation, sensitive=0, sentiment=very_positive"
0.060079139497297,"label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive"
0.060079139497297,"any_harmful=1, label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive"
0.06023240260825949,"any_harmful=1, label=Speculation, sentiment=very_positive, verified=0"
0.059856211335897004,"label=Sensationalism, label=Speculation, sentiment=very_positive, verified=0"
0.059633283174497016,"label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.059856211335897004,"any_harmful=1, label=Sensationalism, label=Speculation, sentiment=very_positive, verified=0"
0.059633283174497016,"any_harmful=1, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.05925709190213454,"label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.05925709190213454,"any_harmful=1, label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.03686674469152316,"any_harmful=1, engagement=low, label=Speculation, sentiment=very_positive"
0.036671682550298165,"engagement=low, label=Sensationalism, label=Speculation, sentiment=very_positive"
0.036657749540210664,"engagement=low, label=Speculation, sentiment=very_positive, verified=0"
0.036434821378810676,"engagement=low, label=Speculation, sensitive=0, sentiment=very_positive"
0.02925932118374854,"engagement=low, label=Speculation, period=post_election, sentiment=very_positive"
0.036671682550298165,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, sentiment=very_positive"
0.036657749540210664,"any_harmful=1, engagement=low, label=Speculation, sentiment=very_positive, verified=0"
0.03646268739898568,"engagement=low, label=Sensationalism, label=Speculation, sentiment=very_positive, verified=0"
0.03646268739898568,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, sentiment=very_positive, verified=0"
0.036434821378810676,"any_harmful=1, engagement=low, label=Speculation, sensitive=0, sentiment=very_positive"
0.03623975923758569,"engagement=low, label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive"
0.03622582622749819,"engagement=low, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.03623975923758569,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive"
0.03622582622749819,"any_harmful=1, engagement=low, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.0360307640862732,"engagement=low, label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.0360307640862732,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.02925932118374854,"any_harmful=1, engagement=low, label=Speculation, period=post_election, sentiment=very_positive"
0.029106058072786045,"engagement=low, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive"
0.029092125062698544,"engagement=low, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.028897062921473555,"engagement=low, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.029106058072786045,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive"
0.029092125062698544,"any_harmful=1, engagement=low, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.028938861951736054,"engagement=low, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.028938861951736054,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.028897062921473555,"any_harmful=1, engagement=low, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.02874379981051106,"engagement=low, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.028729866800423564,"engagement=low, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.02874379981051106,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.028729866800423564,"any_harmful=1, engagement=low, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.02857660368946107,"engagement=low, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.02857660368946107,"any_harmful=1, engagement=low, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.05078582176893496,"any_harmful=1, label=Speculation, period=post_election, sentiment=very_positive"
0.05046536253692248,"label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive"
0.050256367385609985,"label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.05020063534525999,"label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.05046536253692248,"any_harmful=1, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive"
0.050256367385609985,"any_harmful=1, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.049935908153597504,"label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.049935908153597504,"any_harmful=1, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.05020063534525999,"any_harmful=1, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.04988017611324751,"label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.04967118096193501,"label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.04988017611324751,"any_harmful=1, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.04967118096193501,"any_harmful=1, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.04935072172992253,"label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.04935072172992253,"any_harmful=1, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.020495457838711477,"any_harmful=1, label=Conspiracy, sentiment=very_positive"
0.020370060747923982,"label=Conspiracy, sentiment=very_positive, verified=0"
0.020258596667223988,"label=Conspiracy, sensitive=0, sentiment=very_positive"
0.020049601515911498,"label=Conspiracy, label=Sensationalism, sentiment=very_positive"
0.019757008304074012,"label=Conspiracy, label=Speculation, sentiment=very_positive"
0.018280109234799086,"label=Conspiracy, period=post_election, sentiment=very_positive"
0.020370060747923982,"any_harmful=1, label=Conspiracy, sentiment=very_positive, verified=0"
0.020258596667223988,"any_harmful=1, label=Conspiracy, sensitive=0, sentiment=very_positive"
0.020133199576436493,"label=Conspiracy, sensitive=0, sentiment=very_positive, verified=0"
0.020133199576436493,"any_harmful=1, label=Conspiracy, sensitive=0, sentiment=very_positive, verified=0"
0.020049601515911498,"any_harmful=1, label=Conspiracy, label=Sensationalism, sentiment=very_positive"
0.019938137435211504,"label=Conspiracy, label=Sensationalism, sentiment=very_positive, verified=0"
0.01981274034442401,"label=Conspiracy, label=Sensationalism, sensitive=0, sentiment=very_positive"
0.019938137435211504,"any_harmful=1, label=Conspiracy, label=Sensationalism, sentiment=very_positive, verified=0"
0.01981274034442401,"any_harmful=1, label=Conspiracy, label=Sensationalism, sensitive=0, sentiment=very_positive"
0.019701276263724015,"label=Conspiracy, label=Sensationalism, sensitive=0, sentiment=very_positive, verified=0"
0.019701276263724015,"any_harmful=1, label=Conspiracy, label=Sensationalism, sensitive=0, sentiment=very_positive, verified=0"
0.019757008304074012,"any_harmful=1, label=Conspiracy, label=Speculation, sentiment=very_positive"
0.019673410243549017,"label=Conspiracy, label=Sensationalism, label=Speculation, sentiment=very_positive"
0.019659477233461516,"label=Conspiracy, label=Speculation, sentiment=very_positive, verified=0"
0.019534080142674024,"label=Conspiracy, label=Speculation, sensitive=0, sentiment=very_positive"
0.019673410243549017,"any_harmful=1, label=Conspiracy, label=Sensationalism, label=Speculation, sentiment=very_positive"
0.019659477233461516,"any_harmful=1, label=Conspiracy, label=Speculation, sentiment=very_positive, verified=0"
0.01957587917293652,"label=Conspiracy, label=Sensationalism, label=Speculation, sentiment=very_positive, verified=0"
0.01957587917293652,"any_harmful=1, label=Conspiracy, label=Sensationalism, label=Speculation, sentiment=very_positive, verified=0"
0.019534080142674024,"any_harmful=1, label=Conspiracy, label=Speculation, sensitive=0, sentiment=very_positive"
0.01945048208214903,"label=Conspiracy, label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive"
0.019436549072061528,"label=Conspiracy, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.01945048208214903,"any_harmful=1, label=Conspiracy, label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive"
0.019436549072061528,"any_harmful=1, label=Conspiracy, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.019352951011536532,"label=Conspiracy, label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.019352951011536532,"any_harmful=1, label=Conspiracy, label=Sensationalism, label=Speculation, sensitive=0, sentiment=very_positive, verified=0"
0.018280109234799086,"any_harmful=1, label=Conspiracy, period=post_election, sentiment=very_positive"
0.01818257816418659,"label=Conspiracy, period=post_election, sentiment=very_positive, verified=0"
0.018057181073399098,"label=Conspiracy, period=post_election, sensitive=0, sentiment=very_positive"
0.017903917962436604,"label=Conspiracy, label=Sensationalism, period=post_election, sentiment=very_positive"
0.017667056790949116,"label=Conspiracy, label=Speculation, period=post_election, sentiment=very_positive"
0.01818257816418659,"any_harmful=1, label=Conspiracy, period=post_election, sentiment=very_positive, verified=0"
0.018057181073399098,"any_harmful=1, label=Conspiracy, period=post_election, sensitive=0, sentiment=very_positive"
0.0179596500027866,"label=Conspiracy, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.0179596500027866,"any_harmful=1, label=Conspiracy, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.017903917962436604,"any_harmful=1, label=Conspiracy, label=Sensationalism, period=post_election, sentiment=very_positive"
0.01782031990191161,"label=Conspiracy, label=Sensationalism, period=post_election, sentiment=very_positive, verified=0"
0.017680989801036617,"label=Conspiracy, label=Sensationalism, period=post_election, sensitive=0, sentiment=very_positive"
0.01782031990191161,"any_harmful=1, label=Conspiracy, label=Sensationalism, period=post_election, sentiment=very_positive, verified=0"
0.017680989801036617,"any_harmful=1, label=Conspiracy, label=Sensationalism, period=post_election, sensitive=0, sentiment=very_positive"
0.01759739174051162,"label=Conspiracy, label=Sensationalism, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.01759739174051162,"any_harmful=1, label=Conspiracy, label=Sensationalism, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.017667056790949116,"any_harmful=1, label=Conspiracy, label=Speculation, period=post_election, sentiment=very_positive"
0.01759739174051162,"label=Conspiracy, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive"
0.01759739174051162,"label=Conspiracy, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.01745806163963663,"label=Conspiracy, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.01759739174051162,"any_harmful=1, label=Conspiracy, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive"
0.01759739174051162,"any_harmful=1, label=Conspiracy, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.017527726690074123,"label=Conspiracy, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.017527726690074123,"any_harmful=1, label=Conspiracy, label=Sensationalism, label=Speculation, period=post_election, sentiment=very_positive, verified=0"
0.01745806163963663,"any_harmful=1, label=Conspiracy, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.01738839658919913,"label=Conspiracy, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.01738839658919913,"label=Conspiracy, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.01738839658919913,"any_harmful=1, label=Conspiracy, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.01738839658919913,"any_harmful=1, label=Conspiracy, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive"
0.017318731538761633,"label=Conspiracy, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.017318731538761633,"any_harmful=1, label=Conspiracy, label=Sensationalism, label=Speculation, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.02060692191941147,"sensitive=0, sentiment=very_positive, topic=2020 / 2020 election / votes / election"
0.02035612773783648,"sentiment=very_positive, topic=2020 / 2020 election / votes / election, verified=0"
0.017040071337011648,"period=post_election, sentiment=very_positive, topic=2020 / 2020 election / votes / election"
0.020133199576436493,"sensitive=0, sentiment=very_positive, topic=2020 / 2020 election / votes / election, verified=0"
0.01684500919578666,"period=post_election, sensitive=0, sentiment=very_positive, topic=2020 / 2020 election / votes / election"
0.016747478125174162,"period=post_election, sentiment=very_positive, topic=2020 / 2020 election / votes / election, verified=0"
0.016552415983949173,"period=post_election, sensitive=0, sentiment=very_positive, topic=2020 / 2020 election / votes / election, verified=0"
0.04085158557654796,"engagement=high, sensitive=0, sentiment=very_positive"
0.03824611269018559,"engagement=high, sentiment=very_positive, verified=0"
0.019701276263724015,"any_harmful=1, engagement=high, sentiment=very_positive"
0.017513793679986626,"engagement=high, label=Sensationalism, sentiment=very_positive"
0.02140110349439893,"any_harmful=0, engagement=high, sentiment=very_positive"
0.03660201749986067,"engagement=high, period=post_election, sentiment=very_positive"
0.0379953185086106,"engagement=high, sensitive=0, sentiment=very_positive, verified=0"
0.01954801315276152,"any_harmful=1, engagement=high, sensitive=0, sentiment=very_positive"
0.018948893718999053,"any_harmful=1, engagement=high, sentiment=very_positive, verified=0"
0.017876051942261606,"any_harmful=1, engagement=high, period=post_election, sentiment=very_positive"
0.01879563060803656,"any_harmful=1, engagement=high, sensitive=0, sentiment=very_positive, verified=0"
0.017736721841386614,"any_harmful=1, engagement=high, period=post_election, sensitive=0, sentiment=very_positive"
0.01737446357911163,"any_harmful=1, engagement=high, period=post_election, sentiment=very_positive, verified=0"
0.017235133478236637,"any_harmful=1, engagement=high, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.017513793679986626,"any_harmful=1, engagement=high, label=Sensationalism, sentiment=very_positive"
0.01738839658919913,"engagement=high, label=Sensationalism, sensitive=0, sentiment=very_positive"
0.01680321016552416,"engagement=high, label=Sensationalism, sentiment=very_positive, verified=0"
0.015939363540099203,"engagement=high, label=Sensationalism, period=post_election, sentiment=very_positive"
0.01738839658919913,"any_harmful=1, engagement=high, label=Sensationalism, sensitive=0, sentiment=very_positive"
0.01680321016552416,"any_harmful=1, engagement=high, label=Sensationalism, sentiment=very_positive, verified=0"
0.016677813074736664,"engagement=high, label=Sensationalism, sensitive=0, sentiment=very_positive, verified=0"
0.016677813074736664,"any_harmful=1, engagement=high, label=Sensationalism, sensitive=0, sentiment=very_positive, verified=0"
0.015939363540099203,"any_harmful=1, engagement=high, label=Sensationalism, period=post_election, sentiment=very_positive"
0.015813966449311708,"engagement=high, label=Sensationalism, period=post_election, sensitive=0, sentiment=very_positive"
0.015465641197124227,"engagement=high, label=Sensationalism, period=post_election, sentiment=very_positive, verified=0"
0.015813966449311708,"any_harmful=1, engagement=high, label=Sensationalism, period=post_election, sensitive=0, sentiment=very_positive"
0.015465641197124227,"any_harmful=1, engagement=high, label=Sensationalism, period=post_election, sentiment=very_positive, verified=0"
0.015340244106336732,"engagement=high, label=Sensationalism, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.015340244106336732,"any_harmful=1, engagement=high, label=Sensationalism, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.021303572423786436,"any_harmful=0, engagement=high, sensitive=0, sentiment=very_positive"
0.019297218971186535,"any_harmful=0, engagement=high, sentiment=very_positive, verified=0"
0.018725965557599065,"any_harmful=0, engagement=high, period=post_election, sentiment=very_positive"
0.01919968790057404,"any_harmful=0, engagement=high, sensitive=0, sentiment=very_positive, verified=0"
0.01864236749707407,"any_harmful=0, engagement=high, period=post_election, sensitive=0, sentiment=very_positive"
0.01699827230674915,"any_harmful=0, engagement=high, period=post_election, sentiment=very_positive, verified=0"
0.016914674246224153,"any_harmful=0, engagement=high, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.03637908933846068,"engagement=high, period=post_election, sensitive=0, sentiment=very_positive"
0.03437273588586078,"engagement=high, period=post_election, sentiment=very_positive, verified=0"
0.034149807724460794,"engagement=high, period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.12908933846068105,"period=post_election, sensitive=0, sentiment=very_positive"
0.12667892771554368,"period=post_election, sentiment=very_positive, verified=0"
0.12538315777740622,"period=post_election, sensitive=0, sentiment=very_positive, verified=0"
0.0818285682438834,"sensitive=0, topic=general / general election / 2024 general / election"
0.07688234966282116,"topic=general / general election / 2024 general / election, verified=0"
0.059911943376247,"any_harmful=0, topic=general / general election / 2024 general / election"
0.045045421612885245,"engagement=low, topic=general / general election / 2024 general / election"
0.024675360864961266,"sentiment=positive, topic=general / general election / 2024 general / election"
0.022515744301398875,"any_harmful=1, topic=general / general election / 2024 general / election"
0.01958981218302402,"label=Sensationalism, topic=general / general election / 2024 general / election"
0.021763361756673913,"sentiment=neutral, topic=general / general election / 2024 general / election"
0.024536030764086274,"engagement=high, topic=general / general election / 2024 general / election"
0.06707351056122164,"period=post_election, topic=general / general election / 2024 general / election"
0.07628323022905868,"sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.05949395307362203,"any_harmful=0, sensitive=0, topic=general / general election / 2024 general / election"
0.054756729643872265,"any_harmful=0, topic=general / general election / 2024 general / election, verified=0"
0.04740010031767263,"any_harmful=0, period=post_election, topic=general / general election / 2024 general / election"
0.054338739341247284,"any_harmful=0, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.04702390904531015,"any_harmful=0, period=post_election, sensitive=0, topic=general / general election / 2024 general / election"
0.043916847795797805,"any_harmful=0, period=post_election, topic=general / general election / 2024 general / election, verified=0"
0.04354065652343532,"any_harmful=0, period=post_election, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.044724962380872764,"engagement=low, sensitive=0, topic=general / general election / 2024 general / election"
0.04337346040238533,"engagement=low, topic=general / general election / 2024 general / election, verified=0"
0.03240818146352338,"any_harmful=0, engagement=low, topic=general / general election / 2024 general / election"
0.03353675528061082,"engagement=low, period=post_election, topic=general / general election / 2024 general / election"
0.04305300117037285,"engagement=low, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.03215738728194839,"any_harmful=0, engagement=low, sensitive=0, topic=general / general election / 2024 general / election"
0.03084768433372346,"any_harmful=0, engagement=low, topic=general / general election / 2024 general / election, verified=0"
0.02321239480577384,"any_harmful=0, engagement=low, period=post_election, topic=general / general election / 2024 general / election"
0.03059689015214847,"any_harmful=0, engagement=low, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.02298946664437385,"any_harmful=0, engagement=low, period=post_election, sensitive=0, topic=general / general election / 2024 general / election"
0.02219528506938639,"any_harmful=0, engagement=low, period=post_election, topic=general / general election / 2024 general / election, verified=0"
0.0219723569079864,"any_harmful=0, engagement=low, period=post_election, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.033258095078860836,"engagement=low, period=post_election, sensitive=0, topic=general / general election / 2024 general / election"
0.03242211447361088,"engagement=low, period=post_election, topic=general / general election / 2024 general / election, verified=0"
0.03214345427186089,"engagement=low, period=post_election, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.02442456668338628,"sensitive=0, sentiment=positive, topic=general / general election / 2024 general / election"
0.022878002563673856,"sentiment=positive, topic=general / general election / 2024 general / election, verified=0"
0.01901855876943655,"any_harmful=0, sentiment=positive, topic=general / general election / 2024 general / election"
0.02018893161678649,"period=post_election, sentiment=positive, topic=general / general election / 2024 general / election"
0.02262720838209887,"sensitive=0, sentiment=positive, topic=general / general election / 2024 general / election, verified=0"
0.01883742963829906,"any_harmful=0, sensitive=0, sentiment=positive, topic=general / general election / 2024 general / election"
0.017276932508499137,"any_harmful=0, sentiment=positive, topic=general / general election / 2024 general / election, verified=0"
0.015047650894499248,"any_harmful=0, period=post_election, sentiment=positive, topic=general / general election / 2024 general / election"
0.017095803377361645,"any_harmful=0, sensitive=0, sentiment=positive, topic=general / general election / 2024 general / election, verified=0"
0.019966003455386502,"period=post_election, sensitive=0, sentiment=positive, topic=general / general election / 2024 general / election"
0.019269352951011537,"period=post_election, sentiment=positive, topic=general / general election / 2024 general / election, verified=0"
0.01904642478961155,"period=post_election, sensitive=0, sentiment=positive, topic=general / general election / 2024 general / election, verified=0"
0.022334615170261383,"any_harmful=1, sensitive=0, topic=general / general election / 2024 general / election"
0.022125620018948893,"any_harmful=1, topic=general / general election / 2024 general / election, verified=0"
0.019673410243549017,"any_harmful=1, period=post_election, topic=general / general election / 2024 general / election"
0.0219444908878114,"any_harmful=1, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.019534080142674024,"any_harmful=1, period=post_election, sensitive=0, topic=general / general election / 2024 general / election"
0.01933901800144903,"any_harmful=1, period=post_election, topic=general / general election / 2024 general / election, verified=0"
0.01919968790057404,"any_harmful=1, period=post_election, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.01958981218302402,"any_harmful=1, label=Sensationalism, topic=general / general election / 2024 general / election"
0.019436549072061528,"label=Sensationalism, sensitive=0, topic=general / general election / 2024 general / election"
0.01919968790057404,"label=Sensationalism, topic=general / general election / 2024 general / election, verified=0"
0.01699827230674915,"label=Sensationalism, period=post_election, topic=general / general election / 2024 general / election"
0.019436549072061528,"any_harmful=1, label=Sensationalism, sensitive=0, topic=general / general election / 2024 general / election"
0.01919968790057404,"any_harmful=1, label=Sensationalism, topic=general / general election / 2024 general / election, verified=0"
0.01904642478961155,"label=Sensationalism, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.01904642478961155,"any_harmful=1, label=Sensationalism, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.01699827230674915,"any_harmful=1, label=Sensationalism, period=post_election, topic=general / general election / 2024 general / election"
0.016872875215961657,"label=Sensationalism, period=post_election, sensitive=0, topic=general / general election / 2024 general / election"
0.016663880064649167,"label=Sensationalism, period=post_election, topic=general / general election / 2024 general / election, verified=0"
0.016872875215961657,"any_harmful=1, label=Sensationalism, period=post_election, sensitive=0, topic=general / general election / 2024 general / election"
0.016663880064649167,"any_harmful=1, label=Sensationalism, period=post_election, topic=general / general election / 2024 general / election, verified=0"
0.016538482973861672,"label=Sensationalism, period=post_election, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.016538482973861672,"any_harmful=1, label=Sensationalism, period=post_election, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.02165189767597392,"sensitive=0, sentiment=neutral, topic=general / general election / 2024 general / election"
0.019770941314161513,"sentiment=neutral, topic=general / general election / 2024 general / election, verified=0"
0.017917850972524105,"any_harmful=0, sentiment=neutral, topic=general / general election / 2024 general / election"
0.016552415983949173,"period=post_election, sentiment=neutral, topic=general / general election / 2024 general / election"
0.019659477233461516,"sensitive=0, sentiment=neutral, topic=general / general election / 2024 general / election, verified=0"
0.01783425291199911,"any_harmful=0, sensitive=0, sentiment=neutral, topic=general / general election / 2024 general / election"
0.016050827620799197,"any_harmful=0, sentiment=neutral, topic=general / general election / 2024 general / election, verified=0"
0.0159672295602742,"any_harmful=0, sensitive=0, sentiment=neutral, topic=general / general election / 2024 general / election, verified=0"
0.016468817923424178,"period=post_election, sensitive=0, sentiment=neutral, topic=general / general election / 2024 general / election"
0.015075516914674247,"period=post_election, sentiment=neutral, topic=general / general election / 2024 general / election, verified=0"
0.02438276765312378,"engagement=high, sensitive=0, topic=general / general election / 2024 general / election"
0.018530903416374072,"any_harmful=0, engagement=high, topic=general / general election / 2024 general / election"
0.02138717048431143,"engagement=high, topic=general / general election / 2024 general / election, verified=0"
0.022083820988686397,"engagement=high, period=post_election, topic=general / general election / 2024 general / election"
0.018419439335674078,"any_harmful=0, engagement=high, sensitive=0, topic=general / general election / 2024 general / election"
0.01560497129799922,"any_harmful=0, engagement=high, topic=general / general election / 2024 general / election, verified=0"
0.016343420832636683,"any_harmful=0, engagement=high, period=post_election, topic=general / general election / 2024 general / election"
0.015493507217299226,"any_harmful=0, engagement=high, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.01623195675193669,"any_harmful=0, engagement=high, period=post_election, sensitive=0, topic=general / general election / 2024 general / election"
0.02123390737334894,"engagement=high, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.019952070445299,"engagement=high, period=post_election, topic=general / general election / 2024 general / election, verified=0"
0.01979880733433651,"engagement=high, period=post_election, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.021930557877723904,"engagement=high, period=post_election, sensitive=0, topic=general / general election / 2024 general / election"
0.06655798918798417,"period=post_election, sensitive=0, topic=general / general election / 2024 general / election"
0.06325586579724683,"period=post_election, topic=general / general election / 2024 general / election, verified=0"
0.06274034442400936,"period=post_election, sensitive=0, topic=general / general election / 2024 general / election, verified=0"
0.21147522710806443,"sensitive=0, topic=2024 election / 2024 / election / like"
0.20910661539318953,"topic=2024 election / 2024 / election / like, verified=0"
0.13170874435713092,"engagement=low, topic=2024 election / 2024 / election / like"
0.12865741514796858,"any_harmful=1, topic=2024 election / 2024 / election / like"
0.10940199520704454,"label=Sensationalism, topic=2024 election / 2024 / election / like"
0.08722064314774564,"label=Speculation, topic=2024 election / 2024 / election / like"
0.055146853926322244,"sentiment=positive, topic=2024 election / 2024 / election / like"
0.08511675862453325,"any_harmful=0, topic=2024 election / 2024 / election / like"
0.051733266454884914,"sentiment=negative, topic=2024 election / 2024 / election / like"
0.04763696148916012,"engagement=high, topic=2024 election / 2024 / election / like"
0.18334447974140333,"period=post_election, topic=2024 election / 2024 / election / like"
0.20680766872875217,"sensitive=0, topic=2024 election / 2024 / election / like, verified=0"
0.130120381207156,"engagement=low, sensitive=0, topic=2024 election / 2024 / election / like"
0.130092515186981,"engagement=low, topic=2024 election / 2024 / election / like, verified=0"
0.10831522042021959,"engagement=low, period=post_election, topic=2024 election / 2024 / election / like"
0.12850415203700608,"engagement=low, sensitive=0, topic=2024 election / 2024 / election / like, verified=0"
0.10720057961321965,"engagement=low, period=post_election, topic=2024 election / 2024 / election / like, verified=0"
